chinese,thai_meaning,category,hsk_level
夹子,"ที่หนีบ, คลิป, ที่คีบ",,hsk5
女性,"ผู้หญิง, เพศหญิง",,hsk5
好运,"โชคดี, ขอให้โชคดี",,hsk5
如下,"ดังต่อไปนี้, ดังนี้",,hsk5
如同,"เหมือนกับ, ราวกับ, ดุจ",,hsk5
如此,"เช่นนี้, อย่างนี้, เช่นนั้น",,hsk5
子弹,"กระสุน, ลูกกระสุน",,hsk5
存款,"เงินฝาก, การฝากเงิน",,hsk5
学科,"สาขาวิชา, วิชา, แขนงวิชา",,hsk5
学者,"นักวิชาการ, ผู้รู้",,hsk5
安慰,"ปลอบใจ, ปลอบขวัญ, ให้กำลังใจ",,hsk5
完了,"เสร็จ, สิ้นสุด, จบ ; (ใช้เป็นคำเสริมท้ายประโยคแสดงการเสร็จสิ้น)",,hsk5
实惠,"คุ้มค่า, ได้ประโยชน์, ราคาถูก",,hsk5
害,"ทำร้าย, เป็นอันตราย, ก่อให้เกิด",,hsk5
宽度,"ความกว้าง, ความกว้างขวาง",,hsk5
对应,"สอดคล้อง, ตรงกัน, คู่กัน",,hsk5
对立,"ขัดแย้ง, ตรงกันข้าม, เป็นปฏิปักษ์",,hsk5
寻求,"แสวงหา, ค้นหา, มองหา",,hsk5
射,"ยิง, ปล่อย (ลูกธนู, กระสุน)",,hsk5
射击,"ยิง, การยิง",,hsk5
将,"จะ, กำลังจะ ; นำ, ถือ ; (คำบุพบท)",,hsk5
将要,"จะ, กำลังจะ",,hsk5
小偷,"ขโมย, โจร",,hsk5
小偷儿,"ขโมย, โจร",,hsk5
尝,"ลองชิม, ลิ้มรส",,hsk5
尝试,"ลอง, พยายาม, ทดลอง",,hsk5
尽可能,"เท่าที่จะทำได้, ให้มากที่สุดเท่าที่จะเป็นไปได้",,hsk5
局长,"ผู้อำนวยการ, หัวหน้า (หน่วยงาน)",,hsk5
局面,"สถานการณ์, สภาพการณ์, ภาวะ",,hsk5
层次,"ระดับ, ชั้น, ขั้น",,hsk5
届,"สมัย, วาระ, ครั้ง (การประชุม, การเลือกตั้ง)",,hsk5
屋,"บ้าน, เรือน, ห้อง",,hsk5
展现,"แสดงให้เห็น, เผยให้เห็น, ปรากฏ",,hsk5
展览,"นิทรรศการ, การจัดแสดง",,hsk5
山区,"เขตภูเขา, พื้นที่ภูเขา",,hsk5
岁月,"กาลเวลา, ช่วงเวลา, ปีเดือน",,hsk5
岸,"ฝั่ง, ริม, ชายฝั่ง",,hsk5
岸上,"บนฝั่ง, ริมฝั่ง",,hsk5
工作日,วันทำงาน,,hsk5
工艺,"งานฝีมือ, เทคนิค, กระบวนการ",,hsk5
工艺品,"งานฝีมือ, สิ่งประดิษฐ์",,hsk5
差一点儿,"เกือบจะ, เกือบจะไม่ได้",,hsk5
差别,"ความแตกต่าง, ความไม่เหมือนกัน",,hsk5
差点儿,"เกือบจะ, เกือบจะไม่ได้",,hsk5
差距,"ช่องว่าง, ความแตกต่าง, ระยะห่าง",,hsk5
带有,"มี, ประกอบด้วย, มาพร้อมกับ",,hsk5
幅,"มาตราส่วน (ภาพวาด, แผนที่), ผืน (ผ้า, ภาพวาด)",,hsk5
幅度,"ขอบเขต, ช่วง, ความกว้าง",,hsk5
干扰,"รบกวน, ขัดขวาง, กวนใจ",,hsk5
干预,"แทรกแซง, เข้าไปยุ่งเกี่ยว",,hsk5
平原,"ที่ราบ, ที่ราบลุ่ม",,hsk5
平坦,"ราบ, เรียบ, แบน",,hsk5
年前,"เมื่อปีก่อน, หลายปีก่อน",,hsk5
年度,"ประจำปี, รายปี",,hsk5
年龄,อายุ,,hsk5
广,"กว้าง, กว้างขวาง",,hsk5
广泛,"กว้างขวาง, แพร่หลาย, ทั่วไป",,hsk5
库,"คลัง, ที่เก็บ, โกดัง",,hsk5
延伸,"ยืดออกไป, ขยายออกไป",,hsk5
建筑,"สถาปัตยกรรม, การก่อสร้าง",,hsk5
开幕,"เปิด, เริ่มต้น",,hsk5
开幕式,พิธีเปิด,,hsk5
式,"พิธี, รูปแบบ, แบบ",,hsk5
弹,"ดีด (เครื่องดนตรี), เล่น (เปียโน)",,hsk5
强度,"ความเข้มข้น, ความแรง",,hsk5
强迫,"บังคับ, ขู่เข็ญ",,hsk5
当代,"ร่วมสมัย, ปัจจุบัน",,hsk5
当前,"ปัจจุบัน, ขณะนี้",,hsk5
当场,"ทันที, ณ ที่นั้น",,hsk5
当年,"ในปีนั้น, สมัยนั้น",,hsk5
当选,ได้รับเลือก,,hsk5
形态,"รูปแบบ, สัณฐาน, ลักษณะ",,hsk5
彩票,"สลากกินแบ่ง, ลอตเตอรี่",,hsk5
彼此,"ซึ่งกันและกัน, กันและกัน",,hsk5
待,"รอ, ค้าง, ปฏิบัติ",,hsk5
得了,"ได้แล้ว, เรียบร้อยแล้ว ; เป็นไปได้ (ใช้กับอาการป่วย)",,hsk5
得以,"สามารถ, ได้รับอนุญาต",,hsk5
心态,"ทัศนคติ, จิตใจ",,hsk5
心疼,"เจ็บปวดใจ, สงสาร",,hsk5
必,"ต้อง, จำเป็น",,hsk5
必需,"จำเป็น, สิ่งที่ต้องมี",,hsk5
忍,"อดทน, ระงับ",,hsk5
忍不住,"อดไม่ได้, ทนไม่ไหว",,hsk5
忍受,"อดทน, ทนทาน",,hsk5
快活,"มีความสุข, รื่นเริง",,hsk5
思维,"ความคิด, การคิด",,hsk5
性能,"ประสิทธิภาพ, สมรรถนะ",,hsk5
怨,"ความขุ่นเคือง, ความไม่พอใจ",,hsk5
总体,"โดยรวม, ทั้งหมด",,hsk5
总数,"ผลรวม, ยอดรวม",,hsk5
总算,"ในที่สุด, ในที่สุด",,hsk5
恋爱,"ความรัก, การคบหา",,hsk5
恨,"ความเกลียดชัง, เกลียด",,hsk5
悄悄,"อย่างเงียบๆ, แอบๆ",,hsk5
悲剧,โศกนาฏกรรม,,hsk5
情形,"สถานการณ์, สภาพ",,hsk5
情节,"เนื้อเรื่อง, พล็อต",,hsk5
愁,"ความกังวล, ความเศร้า",,hsk5
意味着,"หมายถึง, บ่งบอก",,hsk5
意志,"เจตจำนง, ความตั้งใจ",,hsk5
感想,"ความรู้สึก, ความคิดเห็น",,hsk5
愿,"ปรารถนา, ต้องการ",,hsk5
慌忙,"รีบร้อน, ลนลาน",,hsk5
慰问,"ปลอบขวัญ, ให้กำลังใจ",,hsk5
戏,"การแสดง, ละคร",,hsk5
戏剧,"ละคร, การแสดง",,hsk5
成交,"การซื้อขาย, การตกลง",,hsk5
成效,"ผล, ประสิทธิผล",,hsk5
戒,"ละเว้น, เลิก, งด",,hsk5
或是,"หรือ, ไม่ก็",,hsk5
所在,"สถานที่, ที่ตั้ง",,hsk5
扇,"บาน (ประตู, หน้าต่าง), ผลัก",,hsk5
扇子,พัดลม,,hsk5
手段,"วิธีการ, หนทาง",,hsk5
手法,"เทคนิค, ฝีมือ",,hsk5
打击,"การโจมตี, การปะทะ",,hsk5
打包,"ห่อ, บรรจุ",,hsk5
打扮,"แต่งตัว, ประดับประดา",,hsk5
打扰,"รบกวน, ก่อกวน",,hsk5
打架,"ทะเลาะวิวาท, ต่อสู้",,hsk5
扔,"โยน, ขว้าง",,hsk5
扮演,"สวมบทบาท, แสดง",,hsk5
扶,"พยุง, ช่วยเหลือ",,hsk5
承办,"รับผิดชอบ (งาน), จัดการ",,hsk5
抢,"แย่งชิง, แข่งขัน",,hsk5
抢救,"ช่วยชีวิต, กู้ภัย",,hsk5
报答,"ตอบแทน, ทดแทนบุญคุณ",,hsk5
报警,"แจ้งตำรวจ, แจ้งความ",,hsk5
披,"คลุม, พาด",,hsk5
抬,"ยก, แบก",,hsk5
抬头,"เงยหน้า, ชูคอ",,hsk5
拆,"รื้อ, ถอน",,hsk5
拆除,"รื้อถอน, รื้อทิ้ง",,hsk5
拍摄,"ถ่าย (ภาพยนตร์, รูป), ถ่ายทำ",,hsk5
招手,โบกมือ,,hsk5
招生,รับสมัคร (นักเรียน),,hsk5
拥抱,"กอด, สวมกอด",,hsk5
拥有,"มี, ครอบครอง",,hsk5
拼,"ปะติดปะต่อ, ประกอบ",,hsk5
拾,"เก็บ, หยิบ",,hsk5
指标,"ตัวชี้วัด, ดัชนี",,hsk5
指示,"คำสั่ง, การชี้แนะ",,hsk5
按摩,นวด,,hsk5
挡,"กัน, ป้องกัน, กั้น",,hsk5
振动,การสั่นสะเทือน,,hsk5
损害,"ความเสียหาย, การทำลาย",,hsk5
排除,"กำจัด, ขจัด",,hsk5
接连,"ต่อเนื่อง, ติดต่อกัน",,hsk5
推行,"ผลักดัน, ส่งเสริม",,hsk5
提示,"คำแนะนำ, ข้อเสนอแนะ",,hsk5
提纲,"โครงร่าง, หัวข้อ",,hsk5
提起,"หยิบยก, กล่าวถึง",,hsk5
插,"แทรก, เสียบ",,hsk5
握,"จับ, ถือ",,hsk5
搜,"ค้นหา, สืบหา",,hsk5
搜索,"ค้นหา, สืบหา",,hsk5
搞,"ทำ, จัดการ",,hsk5
搞好,"ทำให้ดี, จัดการให้ดี",,hsk5
摄像,"การถ่ายภาพเคลื่อนไหว, การถ่ายวิดีโอ",,hsk5
摄像机,"กล้องวิดีโอ, กล้องถ่ายภาพเคลื่อนไหว",,hsk5
摄影师,"ช่างภาพ, ผู้ถ่ายภาพเคลื่อนไหว",,hsk5
摇头,ส่ายหน้า,,hsk5
摔,"ทิ้ง, ปล่อย",,hsk5
摔倒,"ล้ม, หกล้ม",,hsk5
摘,"เด็ด, เก็บ (ดอกไม้, ผลไม้)",,hsk5
摩托,มอเตอร์,,hsk5
摩托车,"รถจักรยานยนต์, มอเตอร์ไซค์",,hsk5
摩擦,"การเสียดสี, การถูไถ",,hsk5
撞,"ชน, กระแทก",,hsk5
支配,"ควบคุม, จัดการ",,hsk5
收购,"เข้าซื้อกิจการ, ซื้อ",,hsk5
收集,"รวบรวม, สะสม",,hsk5
放大,"ขยาย, ทำให้ใหญ่ขึ้น",,hsk5
敏感,"อ่อนไหว, ละเอียดอ่อน",,hsk5
救灾,"บรรเทาภัยพิบัติ, ช่วยเหลือผู้ประสบภัย",,hsk5
散文,"ร้อยแก้ว, สารคดี",,hsk5
数目,"จำนวน, ตัวเลข",,hsk5
敲,"เคาะ, ตี",,hsk5
敲门,เคาะประตู,,hsk5
文艺,วรรณกรรมและศิลปะ,,hsk5
斜,"เอียง, เฉียง",,hsk5
旁,"ข้าง, ด้านข้าง",,hsk5
无疑,"ไม่ต้องสงสัย, แน่นอน",,hsk5
早期,"ระยะแรก, ช่วงต้น",,hsk5
时事,"ข่าวสารปัจจุบัน, เหตุการณ์ปัจจุบัน",,hsk5
时光,"กาลเวลา, ช่วงเวลา",,hsk5
时常,"บ่อยครั้ง, เป็นประจำ",,hsk5
时机,"โอกาส, จังหวะ",,hsk5
明信片,โปสการ์ด,,hsk5
明明,"อย่างชัดเจน, เห็นได้ชัด",,hsk5
景象,"ทิวทัศน์, ภาพ",,hsk5
晴朗,"แจ่มใส, สดใส",,hsk5
暂停,"หยุดชั่วคราว, พัก",,hsk5
暖,อบอุ่น,,hsk5
更换,"เปลี่ยน, สับเปลี่ยน",,hsk5
更新,"ปรับปรุง, ทำให้ใหม่",,hsk5
月球,ดวงจันทร์,,hsk5
有利于,เป็นประโยชน์ต่อ,,hsk5
有力,"มีพลัง, แข็งแรง",,hsk5
有害,"เป็นอันตราย, เป็นโทษ",,hsk5
有毒,มีพิษ,,hsk5
有着,"มี, ประกอบด้วย",,hsk5
服从,"เชื่อฟัง, ปฏิบัติตาม",,hsk5
朗读,อ่านออกเสียง,,hsk5
期望,"คาดหวัง, ตั้งความหวัง",,hsk5
本人,"ตัวข้าพเจ้าเอง, ผู้เขียน",,hsk5
朵,ดอกไม้ (หน่วยนับ),,hsk5
机制,"กลไก, ระบบ",,hsk5
机器人,หุ่นยนต์,,hsk5
杀,"ฆ่า, สังหาร, ทำลาย",,hsk5
杀毒,"กำจัดไวรัส, สแกนไวรัส",,hsk5
来信,"จดหมายขาเข้า, ได้รับจดหมาย",,hsk5
枪,"ปืน, อาวุธปืน",,hsk5
染,"ย้อม, ติดเชื้อ, แพร่เชื้อ",,hsk5
柜子,"ตู้, ตู้เก็บของ",,hsk5
查询,"สอบถาม, ตรวจสอบ, ค้นหา",,hsk5
标点,เครื่องหมายวรรคตอน,,hsk5
样式,"รูปแบบ, สไตล์, แบบ",,hsk5
桃,"ลูกท้อ, พีช",,hsk5
桃树,ต้นท้อ,,hsk5
桃花,ดอกท้อ,,hsk5
检验,"ตรวจสอบ, ทดสอบ, วิเคราะห์",,hsk5
棒,"ยอดเยี่ยม, ดีมาก, เจ๋ง ; แท่ง, ไม้",,hsk5
模仿,"เลียนแบบ, ลอกเลียนแบบ",,hsk5
模样,"รูปร่างหน้าตา, รูปแบบ, แบบ",,hsk5
模糊,"เบลอ, ไม่ชัดเจน, คลุมเครือ",,hsk5
模范,"แบบอย่าง, ตัวอย่างที่ดี",,hsk5
欠,"เป็นหนี้, ติดค้าง, ขาด",,hsk5
次要,"รอง, ไม่สำคัญ",,hsk5
歇,"พักผ่อน, หยุดพัก",,hsk5
歌曲,"เพลง, บทเพลง",,hsk5
正义,"ความยุติธรรม, ความชอบธรรม",,hsk5
正如,"เช่นเดียวกับ, ดังเช่น",,hsk5
正规,"เป็นทางการ, มาตรฐาน, ถูกต้องตามกฎ",,hsk5
此刻,"ขณะนี้, ในขณะนี้",,hsk5
此后,"หลังจากนี้, ต่อไป",,hsk5
此时,"ขณะนี้, ในขณะนี้",,hsk5
毒,"ยาพิษ, สารพิษ ; อันตราย, ความเสียหาย",,hsk5
比方,"ตัวอย่าง, เช่น ; เปรียบเทียบ",,hsk5
比重,"สัดส่วน, ความถ่วงจำเพาะ",,hsk5
气体,"ก๊าซ, แก๊ส",,hsk5
气象,"อุตุนิยมวิทยา, สภาพอากาศ",,hsk5
水产品,"ผลิตภัณฑ์สัตว์น้ำ, อาหารทะเล",,hsk5
水分,"ความชื้น, น้ำ",,hsk5
水库,"อ่างเก็บน้ำ, เขื่อน",,hsk5
水灾,"อุทกภัย, น้ำท่วม",,hsk5
汇款,"การส่งเงิน, การโอนเงิน",,hsk5
池子,"บ่อ, สระ, แอ่ง",,hsk5
污水,"น้ำเสีย, น้ำเน่า",,hsk5
沙漠,ทะเลทราย,,hsk5
沟,"ร่อง, คลอง, ลำธาร",,hsk5
油炸,"ทอด, ผัด (ด้วยน้ำมันมาก)",,hsk5
治安,"ความสงบเรียบร้อย, ความปลอดภัยสาธารณะ",,hsk5
治理,"บริหารจัดการ, จัดการ, ควบคุม",,hsk5
泉,"น้ำพุ, บ่อน้ำพุ",,hsk5
法制,"ระบบกฎหมาย, นิติธรรม",,hsk5
法规,"กฎ, ข้อบังคับ",,hsk5
注射,"ฉีด, การฉีด",,hsk5
注重,"ให้ความสำคัญ, ใส่ใจ, เน้น",,hsk5
泼,"สาด, โยน (ของเหลว)",,hsk5
洒,"สาด, โรย, โปรย",,hsk5
洞,"รู, หลุม, โพรง",,hsk5
活力,"พลัง, ความมีชีวิตชีวา",,hsk5
流动,"ไหล, เคลื่อนที่",,hsk5
流通,"หมุนเวียน, หมุนเวียน, แพร่กระจาย",,hsk5
消极,"เชิงลบ, ด้านลบ",,hsk5
消防,"การดับเพลิง, หน่วยดับเพลิง",,hsk5
消除,"ขจัด, กำจัด, ลบล้าง",,hsk5
涨,"เพิ่มขึ้น, สูงขึ้น",,hsk5
涨价,"ขึ้นราคา, ราคาเพิ่มขึ้น",,hsk5
深处,"ส่วนลึก, ที่ลึก",,hsk5
深度,ความลึก,,hsk5
清晨,"เช้ามืด, รุ่งอรุณ",,hsk5
清理,"ทำความสะอาด, จัดระเบียบ",,hsk5
温和,"อ่อนโยน, นุ่มนวล, อบอุ่น",,hsk5
渴望,"ปรารถนา, ใฝ่หา, โหยหา",,hsk5
游泳池,สระว่ายน้ำ,,hsk5
滑,"ลื่น, เลื่อน",,hsk5
滚,"กลิ้ง, กลิ้งไปมา",,hsk5
漏,"รั่ว, รั่วไหล",,hsk5
漫画,"การ์ตูน, มังงะ",,hsk5
漫长,"ยาวนาน, ยืดเยื้อ",,hsk5
火柴,ไม้ขีดไฟ,,hsk5
火灾,"ไฟไหม้, อัคคีภัย",,hsk5
灾,"ภัยพิบัติ, ภัย",,hsk5
灾区,"เขตภัยพิบัติ, พื้นที่ประสบภัย",,hsk5
灾害,"ภัยพิบัติ, ภัยอันตราย",,hsk5
灾难,"ภัยพิบัติ, หายนะ",,hsk5
烂,"เน่า, เละ, เสีย",,hsk5
烤肉,"บาร์บีคิว, เนื้อย่าง",,hsk5
热量,"ความร้อน, พลังงานความร้อน",,hsk5
热门,"เป็นที่นิยม, ฮิต",,hsk5
煤,ถ่านหิน,,hsk5
煤气,"แก๊สหุงต้ม, ก๊าซ",,hsk5
熊,หมี,,hsk5
版,"แผ่น, ฉบับ, หน้า",,hsk5
物业,"อสังหาริมทรัพย์, ทรัพย์สิน",,hsk5
物价,"ราคาสินค้า, ราคา",,hsk5
特定,"เฉพาะเจาะจง, เจาะจง",,hsk5
特性,"ลักษณะเฉพาะ, คุณสมบัติ",,hsk5
特有,"มีเฉพาะ, เป็นเอกลักษณ์",,hsk5
犹豫,"ลังเล, ลังเลใจ",,hsk5
狂,"บ้าคลั่ง, ดุร้าย, รุนแรง",,hsk5
献,"มอบให้, อุทิศ, ถวาย",,hsk5
猴,ลิง,,hsk5
率领,"นำ, เป็นผู้นำ",,hsk5
环节,"ส่วน, ขั้นตอน, ข้อต่อ",,hsk5
现有,"มีอยู่, ที่มีอยู่",,hsk5
现状,"สถานการณ์ปัจจุบัน, สภาพปัจจุบัน",,hsk5
玻璃,"แก้ว, กระจก",,hsk5
珍珠,ไข่มุก,,hsk5
珍贵,"ล้ำค่า, มีค่า",,hsk5
班主任,"ครูที่ปรึกษา, อาจารย์ที่ปรึกษา",,hsk5
琴,"เครื่องดนตรีประเภทสาย (เช่น พิณ, กู่เจิง)",,hsk5
生成,"สร้าง, ก่อให้เกิด, ผลิต",,hsk5
用不着,"ไม่จำเป็นต้อง, ไม่ต้องการ",,hsk5
用于,"ใช้สำหรับ, นำไปใช้กับ",,hsk5
用来,"ใช้เพื่อ, ใช้สำหรับ",,hsk5
田野,"ทุ่งนา, ทุ่ง",,hsk5
由此,"จากนี้, ด้วยเหตุนี้",,hsk5
甲,"ลำดับที่หนึ่ง, ตัวอักษร 'เจี่ย'",,hsk5
电子版,ฉบับอิเล็กทรอนิกส์,,hsk5
男性,"เพศชาย, ผู้ชาย",,hsk5
画面,"ภาพ, ฉาก, ภาพหน้าจอ",,hsk5
疯,"บ้า, เสียสติ",,hsk5
疯狂,"บ้าคลั่ง, อย่างบ้าคลั่ง",,hsk5
疼爱,"รักใคร่, เอ็นดู, ทะนุถนอม",,hsk5
登机牌,บัตรขึ้นเครื่องบิน,,hsk5
白酒,"เหล้าขาว, เหล้ากลั่น",,hsk5
皮鞋,รองเท้าหนัง,,hsk5
盆,"อ่าง, ชาม, ภาชนะ",,hsk5
盒,"กล่อง, หีบ",,hsk5
盒饭,"ข้าวกล่อง, อาหารกล่อง",,hsk5
目光,"สายตา, การมองเห็น",,hsk5
直线,เส้นตรง,,hsk5
相声,"การแสดงตลกสองคน (จีน), โต้ตอบ",,hsk5
相应,"สอดคล้อง, เหมาะสม, ตรงกัน",,hsk5
相等,"เท่ากัน, เสมอกัน",,hsk5
看出,"มองเห็น, สังเกตเห็น",,hsk5
看待,"ปฏิบัติต่อ, มองว่า",,hsk5
看成,"มองว่าเป็น, ถือว่าเป็น",,hsk5
真理,"ความจริง, สัจธรรม",,hsk5
眼光,"สายตา, มุมมอง",,hsk5
着凉,"เป็นหวัด, ไม่สบาย",,hsk5
瞧,"มอง, ดู",,hsk5
矛盾,"ความขัดแย้ง, ความขัดกัน",,hsk5
码头,"ท่าเรือ, ท่าเทียบเรือ",,hsk5
研究所,"สถาบันวิจัย, ศูนย์วิจัย",,hsk5
硬,"แข็ง, ยาก",,hsk5
确立,"สถาปนา, จัดตั้ง, กำหนด",,hsk5
碎,"แตก, หัก, ละเอียด",,hsk5
示范,"สาธิต, แสดงแบบ",,hsk5
礼,"มารยาท, พิธีการ, ของขวัญ",,hsk5
礼拜天,"วันอาทิตย์, สัปดาห์",,hsk5
社,"หน่วยงาน, องค์กร, สมาคม",,hsk5
社区,"ชุมชน, สังคม",,hsk5
神,"เทพเจ้า, เทวดา, จิตวิญญาณ",,hsk5
神情,"สีหน้า, ท่าทาง",,hsk5
秒,วินาที,,hsk5
称号,"ยศ, ตำแหน่ง, ฉายา",,hsk5
稍,"เล็กน้อย, นิดหน่อย, สักครู่",,hsk5
空中,"กลางอากาศ, บนฟ้า, ในอากาศ",,hsk5
突破,"ทะลวง, บุกทะลวง, ก้าวข้าม",,hsk5
立,"ยืน, ตั้ง, ก่อตั้ง ; อยู่, อาศัย",,hsk5
立场,"จุดยืน, ท่าที, จุดยืนทางการเมือง",,hsk5
竞赛,"การแข่งขัน, การประลอง",,hsk5
竹子,ไม้ไผ่,,hsk5
等候,"รอ, คอย",,hsk5
等级,"ระดับ, ชั้น, ขั้น",,hsk5
签,"เซ็น, ลงนาม, เซ็นชื่อ ; ตั๋ว, บัตร",,hsk5
签约,"เซ็นสัญญา, ทำสัญญา",,hsk5
粘贴,"แปะ, ติด, วาง",,hsk5
糟,"แย่, เลวร้าย, พัง ; ถัง, ถังขยะ",,hsk5
系领带,ผูกเนคไท,,hsk5
紧紧,"แน่น, อย่างแน่นหนา, อย่างใกล้ชิด",,hsk5
繁荣,"เจริญรุ่งเรือง, เฟื่องฟู, รุ่งโรจน์",,hsk5
约束,"การจำกัด, การควบคุม, การยับยั้ง",,hsk5
线索,"เบาะแส, ร่องรอย, เงื่อนงำ",,hsk5
终止,"ยุติ, สิ้นสุด, จบ",,hsk5
终点,"เส้นชัย, จุดจบ, ปลายทาง",,hsk5
终身,"ตลอดชีวิต, ชั่วชีวิต",,hsk5
经费,"งบประมาณ, ค่าใช้จ่าย, ทุน",,hsk5
绕,"อ้อม, วน, หมุน ; ล้อม",,hsk5
绝望,"สิ้นหวัง, หมดหวัง, หมดอาลัยตายอยาก",,hsk5
继承,"สืบทอด, รับช่วงต่อ, รับมรดก",,hsk5
罚,"ลงโทษ, ตำหนิ, ติเตียน",,hsk5
罚款,"ค่าปรับ, การปรับ",,hsk5
群众,"มวลชน, ประชาชน, ฝูงชน",,hsk5
群体,"กลุ่ม, หมู่คณะ, ฝูง",,hsk5
羽绒服,เสื้อขนเป็ด,,hsk5
老鼠,"หนู, หนูนา",,hsk5
考核,"การประเมิน, การตรวจสอบ, การวัดผล",,hsk5
耐心,"ความอดทน, ความใจเย็น",,hsk5
职务,"ตำแหน่งงาน, หน้าที่, ตำแหน่ง",,hsk5
职能,"หน้าที่, บทบาท, ฟังก์ชัน",,hsk5
联络,"ติดต่อ, ประสานงาน",,hsk5
肩,ไหล่,,hsk5
胆,"ถุงน้ำดี, ความกล้า, ใจ ; อวัยวะภายใน",,hsk5
胆小,"ขี้ขลาด, ตาขาว, ใจเสาะ",,hsk5
胆小鬼,"คนขี้ขลาด, คนขี้ขลาดตาขาว",,hsk5
胜负,"ผลแพ้ชนะ, การแพ้ชนะ",,hsk5
胡同,"ตรอก, ซอย (ในปักกิ่ง)",,hsk5
胡同儿,"ตรอก, ซอย (ในปักกิ่ง)",,hsk5
胡须,หนวดเครา,,hsk5
脆,"กรอบ, เปราะ, แตกง่าย ; เสียงดังฟังชัด",,hsk5
脑子,"สมอง, หัว, สติปัญญา",,hsk5
脚步,"ฝีเท้า, ก้าวเดิน, ย่างก้าว",,hsk5
脸盆,กะละมังล้างหน้า,,hsk5
脾气,"อารมณ์, นิสัย, ใจคอ",,hsk5
自愿,"สมัครใจ, โดยสมัครใจ, เต็มใจ",,hsk5
自杀,ฆ่าตัวตาย,,hsk5
臭,"เหม็น, กลิ่นเหม็น",,hsk5
至,"ถึง, จนกระทั่ง, จนถึง",,hsk5
舍得,"ยอมเสียสละ, ยอมทิ้ง",,hsk5
舞,"เต้นรำ, รำ, เต้น",,hsk5
艰苦,"ยากลำบาก, แสนสาหัส, ทุรกันดาร",,hsk5
艰难,"ยากลำบาก, ยากเข็ญ, หนักหนา",,hsk5
草原,"ทุ่งหญ้า, ทุ่งหญ้าแพรรี่",,hsk5
落实,"ดำเนินการ, ทำให้สำเร็จ, นำไปปฏิบัติ",,hsk5
葡萄酒,"ไวน์, เหล้าองุ่น",,hsk5
薄弱,"อ่อนแอ, บอบบาง, ไม่แข็งแรง",,hsk5
虎,เสือ,,hsk5
行驶,"แล่น, วิ่ง (ยานพาหนะ), เคลื่อนที่",,hsk5
补偿,"ชดเชย, ทดแทน",,hsk5
补贴,"เงินอุดหนุน, เงินช่วยเหลือ",,hsk5
被动,"ถูกกระทำ, เป็นฝ่ายรับ, ไม่ใช่ฝ่ายรุก",,hsk5
裁判,"ผู้ตัดสิน, กรรมการ",,hsk5
装饰,"ตกแต่ง, ประดับประดา",,hsk5
视为,"ถือว่าเป็น, มองว่าเป็น, ถือว่า",,hsk5
解放,"ปลดปล่อย, ปลดแอก, การปลดปล่อย",,hsk5
解说员,"ผู้บรรยาย, นักพากย์",,hsk5
言语,"คำพูด, วาจา, ภาษา",,hsk5
警告,"คำเตือน, การเตือน",,hsk5
认,"จำ, รู้จัก, เห็น ; ยอมรับ",,hsk5
认定,"ตัดสิน, วินิจฉัย, ยืนยัน",,hsk5
记忆,"ความทรงจำ, การจดจำ",,hsk5
许可,"อนุญาต, การอนุญาต, ใบอนุญาต",,hsk5
设想,"จินตนาการ, การคาดการณ์, การวางแผน",,hsk5
证实,"พิสูจน์, ยืนยัน, ทำให้แน่ใจ",,hsk5
试图,"พยายาม, ลอง, ทดลอง",,hsk5
诗歌,"บทกวี, กลอน",,hsk5
询问,"สอบถาม, ซักถาม, ถาม",,hsk5
详细,"ละเอียด, ถี่ถ้วน, ละเอียดยิบ",,hsk5
调动,"เคลื่อนย้าย, โยกย้าย, ระดม",,hsk5
调节,"ปรับ, ควบคุม, ปรับปรุง",,hsk5
豆制品,ผลิตภัณฑ์จากถั่วเหลือง,,hsk5
象棋,หมากรุกจีน,,hsk5
负责人,"ผู้รับผิดชอบ, ผู้จัดการ",,hsk5
贺卡,การ์ดอวยพร,,hsk5
资产,"ทรัพย์สิน, สินทรัพย์",,hsk5
资助,"ให้ทุน, สนับสนุนทางการเงิน",,hsk5
赔,"ชดใช้, ชดเชย, เสียค่าเสียหาย",,hsk5
赠,"ให้, มอบให้",,hsk5
赠送,"มอบให้, แจก, ให้เป็นของขวัญ",,hsk5
起到,"มีบทบาท, มีผล, ทำให้เกิด",,hsk5
起码,"อย่างน้อย, ขั้นต่ำสุด",,hsk5
超越,"ก้าวข้าม, เหนือกว่า, แซงหน้า",,hsk5
跟前,"ข้างหน้า, ต่อหน้า",,hsk5
跟随,"ตาม, ติดตาม, ไปกับ",,hsk5
车主,เจ้าของรถ,,hsk5
车库,"โรงรถ, ที่จอดรถ",,hsk5
转化,"เปลี่ยน, แปลง, กลายร่าง",,hsk5
转向,"เลี้ยว, หัน, เปลี่ยนทิศทาง",,hsk5
转换,"เปลี่ยน, แปลง, สลับ",,hsk5
转让,"โอน, ย้ายสิทธิ์, สละสิทธิ์",,hsk5
软,"นุ่ม, อ่อน",,hsk5
辈,"รุ่น, ชั่วอายุคน, รุ่นพี่",,hsk5
输出,"ส่งออก, เอาต์พุต",,hsk5
辞典,พจนานุกรม,,hsk5
辞职,ลาออก,,hsk5
边境,"ชายแดน, เขตแดน",,hsk5
达成,"บรรลุ, สำเร็จ, ทำสำเร็จ",,hsk5
